namevariant,adamlink,wikidata,preflabel,coords,begin_min,begin_max,end_min,end_max;
searchable,adamlink_url,wikidata_url,canonical_form,geometry,begin_min,begin_max,end_min,end_max;
Bethlehemssteeg,https://adamlink.nl/geo/street/bethlehemssteeg/7643,,Bethlehemssteeg,,1876,1876,0,0;
Biersleepersgang,https://adamlink.nl/geo/street/biersleepersgang/7644,,Biersleepersgang,Point(4.8783202881407 52.37161631142),0,0,0,0;
Blauwe-Hanengang,https://adamlink.nl/geo/street/blauwehanengang/7645,,Blauwe-Hanengang,Point(4.8816118607444 52.376564667076),0,0,0,0;
Blauwkuipersgang,https://adamlink.nl/geo/street/blauwkuipersgang/7646,,Blauwkuipersgang,Point(4.8859493585164 52.381301651109),0,0,0,0;
Boendertjesgang,https://adamlink.nl/geo/street/boendertjesgang/7647,,Boendertjesgang,Point(4.8777738033398 52.371892580725),0,0,0,0;
Bontekoesgang,https://adamlink.nl/geo/street/bontekoesgang/7649,,Bontekoesgang,Point(4.8815170809905 52.381013176154),0,0,0,0;
Karnemelksgang,https://adamlink.nl/geo/street/bontekoesgang/7649,,Bontekoesgang,Point(4.8815170809905 52.381013176154),0,0,0,0;
Bouwmansgang,https://adamlink.nl/geo/street/bouwmansgang/7650,,Bouwmansgang,Point(4.8867450722788 52.381071336411),0,0,0,0;
Brillengang,https://adamlink.nl/geo/street/brillengang/7651,,Brillengang,Point(4.8816679373576 52.376798586916),0,0,0,0;
Brillengang,https://adamlink.nl/geo/street/brillengang/7652,,Brillengang,Point(4.8824414098937 52.381098008975),0,0,0,0;
Brillenhof,https://adamlink.nl/geo/street/brillengang/7652,,Brillengang,Point(4.8824414098937 52.381098008975),0,0,0,0;
Bruinvischgang,https://adamlink.nl/geo/street/bruinvischgang/7654,,Bruinvischgang,Point(4.8835351544505 52.380491502372),0,0,0,0;
Buizengang,https://adamlink.nl/geo/street/buizengang/7655,,Buizengang,Point(4.905656924271 52.369384853945),0,0,0,0;
Lepelsgang,https://adamlink.nl/geo/street/buizengang/7655,,Buizengang,Point(4.905656924271 52.369384853945),0,0,0,0;
Bullegang,https://adamlink.nl/geo/street/bullegang/7656,,Bullegang,Point(4.8821645736959 52.369295964355),0,0,0,0;
Duimstokkengang,https://adamlink.nl/geo/street/bullegang/7656,,Bullegang,Point(4.8821645736959 52.369295964355),0,0,0,0;
Prutgang,https://adamlink.nl/geo/street/bullegang/7656,,Bullegang,Point(4.8821645736959 52.369295964355),0,0,0,0;
Donkeregang,https://adamlink.nl/geo/street/donkeregang/7657,,Donkeregang,Point(4.9071954952871 52.369678708071),0,0,0,0;
Donkeregang,https://adamlink.nl/geo/street/donkeregang/7658,,Donkeregang,Point(4.8875413884693 52.382090308681),0,0,0,0;
Drie-Akersgang,https://adamlink.nl/geo/street/drieakersgang/7659,,Drie-Akersgang,Point(4.8770495585108 52.372302897535),0,0,0,0;
Drie-Kaa(r)sjesgang,https://adamlink.nl/geo/street/driekaarsjesgang/7660,,Drie-Kaa(r)sjesgang,Point(4.896709210911 52.369887387198),0,0,0,0;
Kraaiengang,https://adamlink.nl/geo/street/driekaarsjesgang/7660,,Drie-Kaa(r)sjesgang,Point(4.896709210911 52.369887387198),0,0,0,0;
Drie-Klokkengang,https://adamlink.nl/geo/street/drieklokkengang/7661,,Drie-Klokkengang,Point(4.8825987461299 52.378887704867),0,0,0,0;
Drie-Leliëngang,https://adamlink.nl/geo/street/drieleliengang/7662,,Drie-Leliëngang,Point(4.8812973767084 52.369373151565),0,0,0,0;
Timmermansgang,https://adamlink.nl/geo/street/drieleliengang/7662,,Drie-Leliëngang,Point(4.8812973767084 52.369373151565),0,0,0,0;
Dubbelde-Worstgang,https://adamlink.nl/geo/street/dubbeldeworstgang/7663,,Dubbelde-Worstgang,Point(4.8816639307305 52.369419655861),0,0,0,0;
Duivengang,https://adamlink.nl/geo/street/duivengang/7666,,Duivengang,Point(4.89613677906 52.369867038995),1876,1876,0,0;
Fokkengang,https://adamlink.nl/geo/street/fokkengang/7668,,Fokkengang,Point(4.8847522871577 52.380658451479),0,0,0,0;
Geduld-en-Hoopsgang,https://adamlink.nl/geo/street/geduldenhoopsgang/7669,,Geduld-en-Hoopsgang,Point(4.885481398776 52.362946756605),0,0,0,0;
Geelgietersgang,https://adamlink.nl/geo/street/geelgietersgang/7670,,Geelgietersgang,Point(4.8777811316373 52.371254484129),0,0,0,0;
Geelgietersgang,https://adamlink.nl/geo/street/geelgietersgang/7671,,Geelgietersgang,Point(4.8806720777354 52.368840202417),0,0,0,0;
Scheepjesgang,https://adamlink.nl/geo/street/geelgietersgang/7671,,Geelgietersgang,Point(4.8806720777354 52.368840202417),0,0,0,0;
Gooierssteeg,https://adamlink.nl/geo/street/gooierssteeg/7672,,Gooierssteeg,,1876,1876,0,0;
Goudbergssteegje,https://adamlink.nl/geo/street/goudbergssteegje/7673,,Goudbergssteegje,Point(4.8970199874543 52.37365452397),1876,1876,0,0;
Goudenpoortsgang,https://adamlink.nl/geo/street/goudenpoortsgang/7674,,Goudenpoortsgang,Point(4.8885213340756 52.381150731311),0,0,0,0;
Groenegang,https://adamlink.nl/geo/street/groenegang/7675,,Groenegang,Point(4.9012606125604 52.371272286222),0,0,0,0;
Hagedoornsgang,https://adamlink.nl/geo/street/hagedoornsgang/7676,,Hagedoornsgang,Point(4.887631236544 52.38324111256),0,0,0,0;
Haverzaksgang,https://adamlink.nl/geo/street/haverzaksgang/7677,,Haverzaksgang,Point(4.8822224921163 52.377106535224),0,0,0,0;
Heeren-Koningspoortje,https://adamlink.nl/geo/street/heerenkoningspoortje/7678,,Heeren-Koningspoortje,Point(4.8888507084419 52.371445396709),0,0,0,0;
Hektorsgang,https://adamlink.nl/geo/street/hektorsgang/7679,,Hektorsgang,Point(4.8821859568422 52.380314989878),0,0,0,0;
Hemelrijk (Klein),https://adamlink.nl/geo/street/hemelrijk-klein/7680,,Hemelrijk (Klein),Point(4.88997989065 52.372888177867),0,0,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7681,,Hoedenmakersgang,Point(4.8820110181597 52.376332690289),0,0,0,0;
Suikerbakkersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7681,,Hoedenmakersgang,Point(4.8820110181597 52.376332690289),0,0,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7682,,Hoedenmakersgang,Point(4.8948150977298 52.375173285446),0,0,0,0;
Hoedenmakersgang,https://adamlink.nl/geo/street/hoedenmakersgang/7683,,Hoedenmakersgang,Point(4.8816237397189 52.367792706359),0,0,0,0;
Huidenkoopersgang,https://adamlink.nl/geo/street/huidenkoopersgang/7684,,Huidenkoopersgang,Point(4.9038557458304 52.370285273147),0,0,0,0;
Jan de Vriezengang,https://adamlink.nl/geo/street/jan-de-vriezengang/7685,,Jan de Vriezengang,Point(4.8959920479723 52.372329071182),0,0,0,0;
Jeremisegang,https://adamlink.nl/geo/street/jeremisegang/7686,,Jeremisegang,Point(4.8842775230867 52.379784629186),1876,1876,0,0;
Jeronimo’shofje,https://adamlink.nl/geo/street/jeremisegang/7686,,Jeremisegang,Point(4.8842775230867 52.379784629186),1876,1876,0,0;
Johannesgang,https://adamlink.nl/geo/street/johannesgang/7688,,Johannesgang,Point(4.8820380703636 52.380404236115),0,0,0,0;
Kaarsenmakersgang,https://adamlink.nl/geo/street/kaarsenmakersgang/7689,,Kaarsenmakersgang,Point(4.8808222878784 52.368544250082),0,0,0,0;
Kaartengang,https://adamlink.nl/geo/street/kaartengang/7690,,Kaartengang,Point(4.9016814310193 52.367705891845),0,0,0,0;
Kalkmetersgang,https://adamlink.nl/geo/street/kalkmetersgang/7691,,Kalkmetersgang,Point(4.88483045338 52.377647902944),0,0,0,0;
Kameelengang,https://adamlink.nl/geo/street/kameelengang/7692,,Kameelengang,,0,0,0,0;
Trompettersgang,https://adamlink.nl/geo/street/kameelengang/7692,,Kameelengang,,0,0,0,0;
Trompetterssteeg,https://adamlink.nl/geo/street/kameelengang/7692,,Kameelengang,,0,0,0,0;
Keizershof,https://adamlink.nl/geo/street/keizershof/7694,,Keizershof,Point(4.9201365248257 52.367816084384),1876,1876,0,0;
Kerkgang,https://adamlink.nl/geo/street/kerkgang/7695,,Kerkgang,Point(4.8924576394312 52.378506883924),0,0,0,0;
Kettinggang,https://adamlink.nl/geo/street/kettinggang/7696,,Kettinggang,Point(4.8846496437642 52.38453171281),0,0,0,0;
Kistenmakersgang,https://adamlink.nl/geo/street/kistenmakersgang/7697,,Kistenmakersgang,Point(4.8849105244626 52.378358271238),0,0,0,0;
Klokkengang,https://adamlink.nl/geo/street/klokkengang/7698,,Klokkengang,,0,0,0,0;
Knoopmakersgang,https://adamlink.nl/geo/street/knoopmakersgang/7699,,Knoopmakersgang,Point(4.8825974959399 52.376416080368),0,0,0,0;
Kogelsgang,https://adamlink.nl/geo/street/kogelsgang/7700,,Kogelsgang,Point(4.8925763788892 52.379711731417),0,0,0,0;
Koperslagersgang,https://adamlink.nl/geo/street/koperslagersgang/7701,,Koperslagersgang,Point(4.9073860799607 52.369706443681),0,0,0,0;
Strijkijzersgang,https://adamlink.nl/geo/street/koperslagersgang/7701,,Koperslagersgang,Point(4.9073860799607 52.369706443681),0,0,0,0;
Korenmetersgang,https://adamlink.nl/geo/street/korenmetersgang/7702,,Korenmetersgang,Point(4.8845016153861 52.382041493141),0,0,0,0;
Kromhoutsgang,https://adamlink.nl/geo/street/kromhoutsgang/7704,,Kromhoutsgang,Point(4.8801611178781 52.377574074923),0,0,0,0;
Kronengang,https://adamlink.nl/geo/street/kronengang/7705,,Kronengang,Point(4.881877996314 52.3815629665),0,0,0,0;
Wagenmakersgang,https://adamlink.nl/geo/street/kronengang/7705,,Kronengang,Point(4.881877996314 52.3815629665),0,0,0,0;
Kronengang,https://adamlink.nl/geo/street/kronengang/7706,,Kronengang,Point(4.897656721669 52.36120018424),0,0,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7707,,Kuipersgang,Point(4.8882966878885 52.381536256017),0,0,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7708,,Kuipersgang,Point(4.8830538506694 52.381487088953),0,0,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7709,,Kuipersgang,Point(4.8875620422365 52.378953689277),0,0,0,0;
Kuipersgang,https://adamlink.nl/geo/street/kuipersgang/7710,,Kuipersgang,Point(4.8846291306993 52.383749696471),0,0,0,0;
Lagegang,https://adamlink.nl/geo/street/lagegang/7711,,Lagegang,Point(4.8895653909442 52.38103828328),0,0,0,0;
Leertouwersgang,https://adamlink.nl/geo/street/leertouwersgang/7712,,Leertouwersgang,Point(4.8783330299326 52.369225632175),1876,1876,0,0;
Steenhouwersgang,https://adamlink.nl/geo/street/leertouwersgang/7712,,Leertouwersgang,Point(4.8783330299326 52.369225632175),1876,1876,0,0;
Zeemtouwersgang,https://adamlink.nl/geo/street/leertouwersgang/7712,,Leertouwersgang,Point(4.8783330299326 52.369225632175),1876,1876,0,0;
Lepelaarsgang,https://adamlink.nl/geo/street/lepelaarsgang/7713,,Lepelaarsgang,Point(4.8830070596657 52.380435328869),0,0,0,0;
Lieve-Hollandersgang,https://adamlink.nl/geo/street/lievehollandersgang/7715,,Lieve-Hollandersgang,Point(4.9234535075647 52.369348044049),0,0,0,0;
Looiersgang,https://adamlink.nl/geo/street/looiersgang/7716,,Looiersgang,Point(4.8798826163462 52.368540227388),0,0,0,0;
Pijpenbrandersgang,https://adamlink.nl/geo/street/looiersgang/7716,,Looiersgang,Point(4.8798826163462 52.368540227388),0,0,0,0;
Zeemlederengang,https://adamlink.nl/geo/street/looiersgang/7716,,Looiersgang,Point(4.8798826163462 52.368540227388),0,0,0,0;
Manengang,https://adamlink.nl/geo/street/manengang/7717,,Manengang,Point(4.8853807508498 52.380930747317),0,0,0,0;
Marie-Kieregang,https://adamlink.nl/geo/street/markiezengang/7719,,Markiezengang,Point(4.8847554438337 52.380379846187),0,0,0,0;
Markiezengang,https://adamlink.nl/geo/street/markiezengang/7719,,Markiezengang,Point(4.8847554438337 52.380379846187),0,0,0,0;
Narokkiersgang,https://adamlink.nl/geo/street/markiezengang/7719,,Markiezengang,Point(4.8847554438337 52.380379846187),0,0,0,0;
Mastengang,https://adamlink.nl/geo/street/mastengang/7720,,Mastengang,Point(4.8949787227536 52.374985223967),0,0,0,0;
Meerminnengang,https://adamlink.nl/geo/street/meerminnengang/7721,,Meerminnengang,Point(4.8869229328695 52.380928284776),0,0,0,0;
Metselaarsgang,https://adamlink.nl/geo/street/metselaarsgang/7722,,Metselaarsgang,Point(4.8833920689975 52.380158348781),0,0,0,0;
Moffengang,https://adamlink.nl/geo/street/moffengang/7723,,Moffengang,Point(4.8826125508304 52.377674423528),0,0,0,0;
Nieuwe-Biksteengang,https://adamlink.nl/geo/street/nieuwebiksteengang/7725,,Nieuwe-Biksteengang,Point(4.9057878005814 52.369502226355),0,0,0,0;
Nieuwe-Huizengang,https://adamlink.nl/geo/street/nieuwehuizengang/7726,,Nieuwe-Huizengang,Point(4.8793403133163 52.376150499328),0,0,0,0;
Nooitgedacht/Noordduin,https://adamlink.nl/geo/street/nooitgedachtnoordduin/7727,,Nooitgedacht/Noordduin,Point(4.8854440142602 52.381829785142),0,0,0,0;
Ockershofje,https://adamlink.nl/geo/street/ockershofje/7728,,Ockershofje,Point(4.8828072103388 52.382510636258),0,0,0,0;
Oude-Doelenhofje,https://adamlink.nl/geo/street/oudedoelenhofje/7729,,Oude-Doelenhofje,Point(4.8961340510284 52.371439877062),0,0,0,0;
Paardengang,https://adamlink.nl/geo/street/sajetgang/7755,,Sajetgang,Point(4.8856832717412 52.381453315372),0,0,0,0;
Sajetgang,https://adamlink.nl/geo/street/sajetgang/7755,,Sajetgang,Point(4.8856832717412 52.381453315372),0,0,0,0;
Passersgang,https://adamlink.nl/geo/street/passersgang/7731,,Passersgang,Point(4.8877341221824 52.379322910927),0,0,0,0;
Paterssteegje,https://adamlink.nl/geo/street/paterssteegje/7732,,Paterssteegje,Point(4.8955879837709 52.378313204123),0,0,0,0;
Rozenboomssteegje,https://adamlink.nl/geo/street/paterssteegje/7732,,Paterssteegje,Point(4.8955879837709 52.378313204123),0,0,0,0;
Paulusgang,https://adamlink.nl/geo/street/paulusgang/7733,,Paulusgang,Point(4.8839172016507 52.381769379946),0,0,0,0;
Pauwinnengang,https://adamlink.nl/geo/street/pauwinnengang/7734,,Pauwinnengang,Point(4.8800602838145 52.376117634241),0,0,0,0;
Philipsgang,https://adamlink.nl/geo/street/philipsgang/7735,,Philipsgang,Point(4.9005187822789 52.367952774317),0,0,0,0;
Poolschegang,https://adamlink.nl/geo/street/poolschegang/7736,,Poolschegang,Point(4.9015205179534 52.367651305585),0,0,0,0;
Poortjesgangetje,https://adamlink.nl/geo/street/poortjesgangetje/7737,,Poortjesgangetje,Point(4.8802671308274 52.368299205824),0,0,0,0;
Potjesgang,https://adamlink.nl/geo/street/potjesgang/7738,,Potjesgang,Point(4.881629313076 52.380186786845),0,0,0,0;
Pijpenbrandersgang,https://adamlink.nl/geo/street/potjesgang/7738,,Potjesgang,Point(4.881629313076 52.380186786845),0,0,0,0;
Prinsengang,https://adamlink.nl/geo/street/prinsengang/7739,,Prinsengang,Point(4.8859689641635 52.379567108195),0,0,0,0;
Pijpenbrandersgang,https://adamlink.nl/geo/street/pijpenbrandersgang/7741,,Pijpenbrandersgang,Point(4.9049473971354 52.361715445314),0,0,0,0;
Pijpengang,https://adamlink.nl/geo/street/pijpengang/7744,,Pijpengang,Point(4.9092232704211 52.369543108186),0,0,0,0;
Ramengang,https://adamlink.nl/geo/street/ramengang/7745,,Ramengang,Point(4.881338509481 52.377354417927),0,0,0,0;
Ratelwachtsgang,https://adamlink.nl/geo/street/ratelwachtsgang/7746,,Ratelwachtsgang,Point(4.8808160987832 52.376803934823),0,0,0,0;
Regenboogsgang,https://adamlink.nl/geo/street/regenboogsgang/7747,,Regenboogsgang,Point(4.907487887686 52.369796733268),0,0,0,0;
Reigersgang,https://adamlink.nl/geo/street/reigersgang/7748,,Reigersgang,Point(4.8778589854497 52.370868347068),0,0,0,0;
Reuzengang,https://adamlink.nl/geo/street/reigersgang/7748,,Reigersgang,Point(4.8778589854497 52.370868347068),0,0,0,0;
Roodegang,https://adamlink.nl/geo/street/roodegang/7750,,Roodegang,Point(4.884328023132 52.381807075989),0,0,0,0;
Roodehaansgang,https://adamlink.nl/geo/street/roodehaansgang/7751,,Roodehaansgang,Point(4.8791649913879 52.373507359531),0,0,0,0;
Rooleeuwengang,https://adamlink.nl/geo/street/rooleeuwengang/7752,,Rooleeuwengang,Point(4.8791064877182 52.3760506314),0,0,0,0;
Ruitersgang,https://adamlink.nl/geo/street/ruitersgang/7754,,Ruitersgang,Point(4.8801075145031 52.377124459977),0,0,0,0;
Schapengang,https://adamlink.nl/geo/street/schapengang/7756,,Schapengang,Point(4.8954413931769 52.366367931402),0,0,0,0;
Schavenmakersgang,https://adamlink.nl/geo/street/schavenmakersgang/7757,,Schavenmakersgang,Point(4.8903872321754 52.381095660202),0,0,0,0;
Scheepjesgang,https://adamlink.nl/geo/street/scheepjesgang/7758,,Scheepjesgang,Point(4.8842311203544 52.379991149226),0,0,0,0;
Smalschippersgang,https://adamlink.nl/geo/street/scheepjesgang/7758,,Scheepjesgang,Point(4.8842311203544 52.379991149226),0,0,0,0;
Schoenmakersgang,https://adamlink.nl/geo/street/schoenmakersgang/7760,,Schoenmakersgang,Point(4.8805388272251 52.3766499577),0,0,0,0;
Schuitenvoerdersgang,https://adamlink.nl/geo/street/schuitenvoerdersgang/7761,,Schuitenvoerdersgang,Point(4.9073119853825 52.369769057333),0,0,0,0;
Slagersgang,https://adamlink.nl/geo/street/slagersgang/7762,,Slagersgang,Point(4.8821854469512 52.375200982915),0,0,0,0;
Sleepersgang,https://adamlink.nl/geo/street/sleepersgang/7763,,Sleepersgang,Point(4.8785885578031 52.369990686619),1876,1876,0,0;
Smallegang,https://adamlink.nl/geo/street/sleepersgang/7763,,Sleepersgang,Point(4.8785885578031 52.369990686619),1876,1876,0,0;
Sleepersgang,https://adamlink.nl/geo/street/sleepersgang/7764,,Sleepersgang,Point(4.8814008725425 52.369310679695),0,0,0,0;
Sloterdijksgang,https://adamlink.nl/geo/street/sloterdijksgang/7765,,Sloterdijksgang,Point(4.8816942410429 52.380933043237),0,0,0,0;
Slot-Sparenburgsgang,https://adamlink.nl/geo/street/slotsparenburgsgang/7766,,Slot-Sparenburgsgang,Point(4.9060962975631 52.370842648466),1876,1876,0,0;
Smidsgang,https://adamlink.nl/geo/street/smidsgang/7770,,Smidsgang,Point(4.8850635880206 52.377810670469),0,0,0,0;
Spaarpotsgang,https://adamlink.nl/geo/street/spaarpotsgang/7771,,Spaarpotsgang,Point(4.89347374905 52.366386705374),0,0,0,0;
Speldenmakersgang (tweede),https://adamlink.nl/geo/street/speldenmakersgang-tweede/7772,,Speldenmakersgang (tweede),Point(4.8825656521771 52.380505350264),0,0,0,0;
Steenkoopersgang,https://adamlink.nl/geo/street/steenkoopersgang/7774,,Steenkoopersgang,Point(4.8896767672871 52.380274797073),0,0,0,0;
Stoelenmakersgang,https://adamlink.nl/geo/street/stoelenmakersgang/7775,,Stoelenmakersgang,Point(4.8848199420415 52.377279362441),0,0,0,0;
Stuurmansgang,https://adamlink.nl/geo/street/stuurmansgang/7777,,Stuurmansgang,Point(4.8803805766087 52.377646916092),0,0,0,0;
Tieregang,https://adamlink.nl/geo/street/tieregang/7779,,Tieregang,Point(4.884461616035 52.380387586825),0,0,0,0;
Timmermansgang,https://adamlink.nl/geo/street/timmermansgang/7780,,Timmermansgang,Point(4.8810230212624 52.368967531438),0,0,0,0;
Wijdegang,https://adamlink.nl/geo/street/timmermansgang/7780,,Timmermansgang,Point(4.8810230212624 52.368967531438),0,0,0,0;
Timmermansgang,https://adamlink.nl/geo/street/timmermansgang/7782,,Timmermansgang,Point(4.9088515019223 52.37133914754),0,0,0,0;
Treurgang,https://adamlink.nl/geo/street/treurgang/7783,,Treurgang,Point(4.8971280442965 52.361215972308),0,0,0,0;
Verguldersgang,https://adamlink.nl/geo/street/verguldersgang/7786,,Verguldersgang,Point(4.887162695235 52.377900442498),0,0,0,0;
Vossengang,https://adamlink.nl/geo/street/vossengang/7787,,Vossengang,Point(4.8860399158142 52.381086329645),0,0,0,0;
Waaigat (Eerste),https://adamlink.nl/geo/street/waaigat-eerste/7788,,Waaigat (Eerste),Point(4.9071729373596 52.369049477149),0,0,0,0;
Waaigat (Eerste),https://adamlink.nl/geo/street/waaigat-eerste/7789,,Waaigat (Eerste),Point(4.8947918973597 52.373294758618),0,0,0,0;
Wieringergang,https://adamlink.nl/geo/street/wieringergang/7791,,Wieringergang,Point(4.8926043960986 52.378516484683),0,0,0,0;
Windhuisgang,https://adamlink.nl/geo/street/windhuisgang/7792,,Windhuisgang,Point(4.8815652161046 52.367774480984),0,0,0,0;
Wittebroodsgang,https://adamlink.nl/geo/street/wittebroodsgang/7793,,Wittebroodsgang,Point(4.9008860345606 52.367936307951),0,0,0,0;
Witteleliëngang,https://adamlink.nl/geo/street/witteleliengang/7794,,Witteleliëngang,Point(4.87940396225 52.377004604747),0,0,0,0;
Wortelboerengang,https://adamlink.nl/geo/street/wortelboerengang/7795,,Wortelboerengang,Point(4.8821227078712 52.380710178976),0,0,0,0;
Wijdegang,https://adamlink.nl/geo/street/wijdegang/7796,,Wijdegang,Point(4.8927473451524 52.378867601889),0,0,0,0;
Wijdegang,https://adamlink.nl/geo/street/wijdegang/7798,,Wijdegang,Point(4.8808968487811 52.380021878767),0,0,0,0;
Wijdetorensgang,https://adamlink.nl/geo/street/wijdetorensgang/7799,,Wijdetorensgang,Point(4.890017714285 52.366893530285),0,0,0,0;
Ziekentroostersgang,https://adamlink.nl/geo/street/ziekentroostersgang/7802,,Ziekentroostersgang,Point(4.8907248564968 52.366680792445),0,0,0,0;
Zilversmidsgang,https://adamlink.nl/geo/street/zilversmidsgang/7803,,Zilversmidsgang,Point(4.8810031071959 52.377146267326),0,0,0,0;
Zwanengang,https://adamlink.nl/geo/street/zwanengang/7804,,Zwanengang,Point(4.9099514958849 52.371460426503),0,0,0,0;
Zwarte-Paardengang,https://adamlink.nl/geo/street/zwartepaardengang/7805,,Zwarte-Paardengang,Point(4.8807584872633 52.376704823637),0,0,0,0;
Zwartlakenssteeg,https://adamlink.nl/geo/street/zwartlakenssteeg/7806,,Zwartlakenssteeg,,1876,1876,0,0;
Zwavelstokkengang,https://adamlink.nl/geo/street/zwavelstokkengang/7807,,Zwavelstokkengang,Point(4.8832570126783 52.381703658454),0,0,0,0;
Aardbeziëngang,https://adamlink.nl/geo/street/aardbeziengang/7808,,Aardbeziëngang,Point(4.88563 52.3781),1876,1876,0,0;
Zeldenrustgang,https://adamlink.nl/geo/street/aardbeziengang/7808,,Aardbeziëngang,Point(4.88563 52.3781),1876,1876,0,0;
Aarnoudsgang,https://adamlink.nl/geo/street/aarnoudsgang/7809,,Aarnoudsgang,Point(4.8835475 52.3718),1876,1876,0,0;
Admiraliteitsgang,https://adamlink.nl/geo/street/admiraliteitsgang/7810,,Admiraliteitsgang,Point(4.91024 52.3708),1876,1876,0,0;
Anjeliershofje,https://adamlink.nl/geo/street/anjeliershofje/7811,,Anjeliershofje,Point(4.88199 52.37765),1876,1876,0,0;
Annaatjesgang,https://adamlink.nl/geo/street/annaatjesgang/7812,,Annaatjesgang,Point(4.88407 52.3816),1876,1876,0,0;
Apothekersgang,https://adamlink.nl/geo/street/apothekersgang/7813,,Apothekersgang,Point(4.88524 52.3791),1876,1876,0,0;
Blauwegang,https://adamlink.nl/geo/street/apothekersgang/7813,,Apothekersgang,Point(4.88524 52.3791),1876,1876,0,0;
Appelhofje,https://adamlink.nl/geo/street/appelhofje/7814,,Appelhofje,Point(4.88633 52.3625),1876,1876,0,0;
Arendsgang,https://adamlink.nl/geo/street/arendsgang/7815,,Arendsgang,Point(4.91071 52.3705),1876,1876,0,0;
Vliegende-Arendsgang,https://adamlink.nl/geo/street/arendsgang/7815,,Arendsgang,Point(4.91071 52.3705),1876,1876,0,0;
Arke-Noachsgang,https://adamlink.nl/geo/street/arkenoachsgang/7816,,Arke-Noachsgang,Point(4.90016 52.3717),1876,1876,0,0;
Bakkersgang,https://adamlink.nl/geo/street/bakkersgang/7817,,Bakkersgang,Point(4.894115 52.3759),1876,1876,0,0;
Bakkersgang,https://adamlink.nl/geo/street/bakkersgang/7818,,Bakkersgang,Point(4.91001 52.3709),1876,1876,0,0;
Bakkersgang,https://adamlink.nl/geo/street/bakkersgang/7819,,Bakkersgang,Point(4.90957 52.3712),1876,1876,0,0;
Bakkersgang,https://adamlink.nl/geo/street/bakkersgang/7820,,Bakkersgang,Point(4.89269 52.3744),1876,1876,0,0;
Bastaardgang,https://adamlink.nl/geo/street/bastaardgang/7821,,Bastaardgang,Point(4.87918 52.374),1876,1876,0,0;
Parsersgang,https://adamlink.nl/geo/street/bastaardgang/7821,,Bastaardgang,Point(4.87918 52.374),1876,1876,0,0;
Begijnengang,https://adamlink.nl/geo/street/begijnengang/7822,,Begijnengang,Point(4.8835 52.3722),1876,1876,0,0;
Bethlehemsgang,https://adamlink.nl/geo/street/bethlehemsgang/7823,,Bethlehemsgang,Point(4.8995171428571 52.375757142857),1876,1876,0,0;
Beugeltasgang,https://adamlink.nl/geo/street/beugeltasgang/7824,,Beugeltasgang,Point(4.884275 52.3773),1876,1876,0,0;
Sachlsgang,https://adamlink.nl/geo/street/beugeltasgang/7824,,Beugeltasgang,Point(4.884275 52.3773),1876,1876,0,0;
Biksteengang,https://adamlink.nl/geo/street/biksteengang/7825,,Biksteengang,Point(4.88555 52.3827),1876,1876,0,0;
Bittersgang,https://adamlink.nl/geo/street/parsengangparsersgang/8010,,Parsengang/Parsersgang,Point(4.90426 52.369833333333),1876,1876,0,0;
Parsengang/Parsersgang,https://adamlink.nl/geo/street/parsengangparsersgang/8010,,Parsengang/Parsersgang,Point(4.90426 52.369833333333),1876,1876,0,0;
Parsersgang,https://adamlink.nl/geo/street/parsengangparsersgang/8010,,Parsengang/Parsersgang,Point(4.90426 52.369833333333),1876,1876,0,0;
Blauwe-Hanengang,https://adamlink.nl/geo/street/blauwehanengang/7828,,Blauwe-Hanengang,Point(4.88354 52.3792),1876,1876,0,0;
Blauwe-Huizengang,https://adamlink.nl/geo/street/blauwehuizengang/7830,,Blauwe-Huizengang,Point(4.88741 52.3803),1876,1876,0,0;
Blauwe-Loods,https://adamlink.nl/geo/street/blauweloods/7831,,Blauwe-Loods,Point(4.885375 52.36295),1876,1876,0,0;
Nooitgedachtegang,https://adamlink.nl/geo/street/blauweloods/7831,,Blauwe-Loods,Point(4.885375 52.36295),1876,1876,0,0;
Bleekersgang,https://adamlink.nl/geo/street/bleekersgang/7832,,Bleekersgang,Point(4.90582875 52.3689875),1876,1876,0,0;
Bleekersgang,https://adamlink.nl/geo/street/bleekersgang/7833,,Bleekersgang,Point(4.8859 52.3793),1876,1876,0,0;
Brillengang,https://adamlink.nl/geo/street/bleekersgang/7833,,Bleekersgang,Point(4.8859 52.3793),1876,1876,0,0;
Bleekersgang,https://adamlink.nl/geo/street/bleekersgang/7834,,Bleekersgang,Point(4.8832 52.368),1876,1876,0,0;
Blokjesmakersgang,https://adamlink.nl/geo/street/blokjesmakersgang/7835,,Blokjesmakersgang,Point(4.88209 52.3802),1876,1876,0,0;
Boerengang,https://adamlink.nl/geo/street/boerengang/7836,,Boerengang,Point(4.8993 52.3755),1876,1876,0,0;
