namevariant,wikidata,preflabel,coords,begin,end
searchable,wikidata_url,canonical_form,geometry,begin_min,end_max
Brouwerskade,http://www.wikidata.org/entity/Q18975000,Brouwerskade,Point(4.6249 52.3832),1888,
Santvaert,http://www.wikidata.org/entity/Q18975000,Brouwerskade,Point(4.6249 52.3832),1888,
Rampenvaert,http://www.wikidata.org/entity/Q18975000,Brouwerskade,Point(4.6249 52.3832),1888,
Brouwersvaart,http://www.wikidata.org/entity/Q18975000,Brouwerskade,Point(4.6249 52.3832),1888,
Brouwersplein,http://www.wikidata.org/entity/Q18975071,Brouwersplein,Point(4.6214 52.3818),1914,
Brouwersstraat,http://www.wikidata.org/entity/Q18975130,Brouwersstraat,Point(4.6236 52.3791),1885,
Brouwersvaart,http://www.wikidata.org/entity/Q18975247,Brouwersvaart,Point(4.6223 52.3832),1500,
Santvaert of Rampenvaart,http://www.wikidata.org/entity/Q18975247,Brouwersvaart,Point(4.6223 52.3832),1500,
Brouwersvaard,http://www.wikidata.org/entity/Q18975247,Brouwersvaart,Point(4.6223 52.3832),1500,
Brouwersv.,http://www.wikidata.org/entity/Q18975247,Brouwersvaart,Point(4.6223 52.3832),1500,
Brouwersvart,http://www.wikidata.org/entity/Q18975247,Brouwersvaart,Point(4.6223 52.3832),1500,
Brusselstraat,http://www.wikidata.org/entity/Q18976267,Brusselstraat,Point(4.644823 52.359552),1964,
Buitenrustlaan,http://www.wikidata.org/entity/Q18976758,Buitenrustlaan,Point(4.6376 52.3713),1925,
Bulgarijepad,http://www.wikidata.org/entity/Q18977005,Bulgarijepad,Point(4.64943 52.362476),1960,
Burgemeester Boreelstraat,http://www.wikidata.org/entity/Q18978508,Burgemeester Boreelstraat,Point(4.6291 52.3849),1925,
Pijntorenstraat,http://www.wikidata.org/entity/Q18978508,Burgemeester Boreelstraat,Point(4.6291 52.3849),1925,
Burgemeester Rampstraat,http://www.wikidata.org/entity/Q18979267,Burgemeester Rampstraat,Point(4.621 52.3833),1974,
Burgemeester Sandbergstraat,http://www.wikidata.org/entity/Q18979301,Burgemeester Sandbergstraat,Point(4.6291 52.3844),1925,
Burgwal,http://www.wikidata.org/entity/Q17286374,Burgwal,Point(4.641906019 52.378408938),1400,
Burretstraat,http://www.wikidata.org/entity/Q18980763,Burretstraat,Point(4.6379 52.3772),1500,
Kamperbreesteeg,http://www.wikidata.org/entity/Q18980763,Burretstraat,Point(4.6379 52.3772),1500,
Kamper Bree steeg,http://www.wikidata.org/entity/Q18980763,Burretstraat,Point(4.6379 52.3772),1500,
Busken Huëtstraat,http://www.wikidata.org/entity/Q18980847,Busken Huëtstraat,Point(4.6513 52.3789),1910,
Busweg,http://www.wikidata.org/entity/Q18981020,Busweg,Point(4.6676 52.3866),1988,
Byzantiumstraat,http://www.wikidata.org/entity/Q18981541,Byzantiumstraat,Point(4.6455 52.375),1922,
Californiëplein,http://www.wikidata.org/entity/Q18982049,Californiëplein,Point(4.6552 52.3578),,
Camera Obscuraweg,http://www.wikidata.org/entity/Q38204159,Camera Obscuraweg,Point(4.672678 52.384884),1987,
Camphuysstraat,http://www.wikidata.org/entity/Q18982403,Camphuysstraat,Point(4.6397 52.3741),1880,
Caninefatenstraat,http://www.wikidata.org/entity/Q18982654,Caninefatenstraat,Point(4.6542 52.4084),1935,
Carel Reinierszpad,http://www.wikidata.org/entity/Q18983183,Carel Reinierszpad,Point(4.6267 52.399),,
Casteleynstraat,http://www.wikidata.org/entity/Q18983995,Casteleynstraat,Point(4.639 52.3725),1896,
Catharina van Rennesplaats,http://www.wikidata.org/entity/Q18984315,Catharina van Rennesplaats,Point(4.6533 52.3744),1998,
Catharina van Tussenbroekplein,http://www.wikidata.org/entity/Q18984343,Catharina van Tussenbroekplein,Point(4.6655 52.3663),,
Ceciliasteeg,http://www.wikidata.org/entity/Q17286377,Ceciliasteeg,Point(4.636934 52.383133),1400,
Cecilia steeg,http://www.wikidata.org/entity/Q17286377,Ceciliasteeg,Point(4.636934 52.383133),1400,
Cederstraat,http://www.wikidata.org/entity/Q18984806,Cederstraat,Point(4.6363 52.3983),1926,
Celebesstraat,http://www.wikidata.org/entity/Q18985008,Celebesstraat,Point(4.646 52.3967),1908,
Centaurusstraat,http://www.wikidata.org/entity/Q18985286,Centaurusstraat,Point(4.6425 52.4039),1930,
Ceramstraat,http://www.wikidata.org/entity/Q18985392,Ceramstraat,Point(4.6462 52.3979),1921,
Ceylonpoort,http://www.wikidata.org/entity/Q18985631,Ceylonpoort,Point(4.6543 52.3601),,
Charivariusplantsoen,http://www.wikidata.org/entity/Q18985791,Charivariusplantsoen,Point(4.6452 52.419),,
Charley Tooropplein,http://www.wikidata.org/entity/Q18985895,Charley Tooropplein,Point(4.6357 52.3753),1988,
Charley Tooropstraat,http://www.wikidata.org/entity/Q18985895,Charley Tooropplein,Point(4.6357 52.3753),1988,
Charlotte de Bourbonlaan,http://www.wikidata.org/entity/Q18985976,Charlotte de Bourbonlaan,Point(4.6344 52.362),1955,
Charta 77-Vaart,http://www.wikidata.org/entity/Q18986122,Charta 77-Vaart,Point(4.6707 52.3799),1987,
Cheribonstraat,http://www.wikidata.org/entity/Q18986186,Cheribonstraat,Point(4.6503 52.4047),1923,
Chris Soumokilstraat,http://www.wikidata.org/entity/Q18979598,Chris Soumokilstraat,Point(4.6693 52.3749),,
Christiaan Huygensplein,http://www.wikidata.org/entity/Q18979665,Christiaan Huygensplein,Point(4.6109 52.3693),1929,
Christianiastraat,http://www.wikidata.org/entity/Q18979776,Christianiastraat,Point(4.6408 52.3619),2006,
Christina van Erphof,http://www.wikidata.org/entity/Q18979785,Christina van Erphof,Point(4.649011 52.419978),,
Christine Koetsstraat,http://www.wikidata.org/entity/Q18979936,Christine Koetsstraat,Point(4.6542 52.3554),,
Christoffel van Swolllaan,http://www.wikidata.org/entity/Q18979976,Christoffel van Swolllaan,Point(4.6303 52.4049),1956,
Churchilllaan,http://www.wikidata.org/entity/Q18980161,Churchilllaan,Point(4.631072 52.364055),1907,
Churchillaan,http://www.wikidata.org/entity/Q18980161,Churchilllaan,Point(4.631072 52.364055),1907,
Middenlaan,http://www.wikidata.org/entity/Q18980161,Churchilllaan,Point(4.631072 52.364055),1907,
Claes Tillyweg,http://www.wikidata.org/entity/Q18980659,Claes Tillyweg,Point(4.6598 52.3895),1955,
Claes van Ruyvenstraat,http://www.wikidata.org/entity/Q18980668,Claes van Ruyvenstraat,Point(4.6438 52.386),1935,
Claus Sluterweg,http://www.wikidata.org/entity/Q18980896,Claus Sluterweg,Point(4.6163 52.3628),1967,
Clovisstraat,http://www.wikidata.org/entity/Q18981325,Clovisstraat,Point(4.6558 52.4087),1935,
Coen Cuserhof,http://www.wikidata.org/entity/Q18981496,Coen Cuserhof,Point(4.6249 52.3739),1988,
Colensostraat,http://www.wikidata.org/entity/Q18981675,Colensostraat,Point(4.6459 52.3929),1901,
Coltermanstraat,http://www.wikidata.org/entity/Q18981917,Coltermanstraat,Point(4.6289 52.3871),1896,
Componistenpad,http://www.wikidata.org/entity/Q56685730,Componistenpad,Point(4.653238888 52.373822222),1998,
Conradkade,http://www.wikidata.org/entity/Q18982481,Conradkade,Point(4.6593 52.3857),1946,
Conradweg,http://www.wikidata.org/entity/Q18982537,Conradweg,Point(4.6652 52.3875),1946,
Constantijn Huygensstraat,http://www.wikidata.org/entity/Q18982659,Constantijn Huygensstraat,Point(4.6523 52.4173),1934,
Coornhertstraat,http://www.wikidata.org/entity/Q18982989,Coornhertstraat,Point(4.6262 52.3836),1892,
Cor Witschgestraat,http://www.wikidata.org/entity/Q18983229,Cor Witschgestraat,Point(4.6651 52.3802),1995,
Cordell Hullstraat,http://www.wikidata.org/entity/Q18983264,Cordell Hullstraat,Point(4.666 52.3553),,
Cornelia de Langestraat,http://www.wikidata.org/entity/Q18983394,Cornelia de Langestraat,Point(4.66 52.3524),,
Cornelis Schoonstraat,http://www.wikidata.org/entity/Q18983872,Cornelis Schoonstraat,Point(4.6184 52.3746),1924,
Cornelis Speelmanlaan,http://www.wikidata.org/entity/Q18983893,Cornelis Speelmanlaan,Point(4.6291 52.4025),1935,
Cornelis van der Lijnlaan,http://www.wikidata.org/entity/Q18983977,Cornelis van der Lijnlaan,Point(4.6302 52.4044),1935,
Cornelis van Noordestraat,http://www.wikidata.org/entity/Q18984004,Cornelis van Noordestraat,Point(4.6446 52.3746),1912,
Cornelissteeg,http://www.wikidata.org/entity/Q18984077,Cornelissteeg,Point(4.6326 52.3777),1417,
Cornelis steeg,http://www.wikidata.org/entity/Q18984077,Cornelissteeg,Point(4.6326 52.3777),1417,
Corrie ten Boomstraat,http://www.wikidata.org/entity/Q18984189,Corrie ten Boomstraat,Point(4.6679 52.3801),1995,
Costa Brava,http://www.wikidata.org/entity/Q18984479,Costa Brava,Point(4.6552 52.3557),,
Costa del Sol,http://www.wikidata.org/entity/Q18984481,Costa del Sol,Point(4.6539 52.3568),,
Crayenesterlaan,http://www.wikidata.org/entity/Q18984947,Crayenesterlaan,Point(4.631347 52.361143),1907,
Crayenestersingel,http://www.wikidata.org/entity/Q18984951,Crayenestersingel,Point(4.623 52.3621),1922,
Cremerplein,http://www.wikidata.org/entity/Q18984977,Cremerplein,Point(4.6569 52.38),1931,
Cremerstraat,http://www.wikidata.org/entity/Q18984993,Cremerstraat,Point(4.6566 52.3794),1931,
Croesenstraat,http://www.wikidata.org/entity/Q18985251,Croesenstraat,Point(4.6058 52.3813),1933,
Cruquiusstraat,http://www.wikidata.org/entity/Q18985563,Cruquiusstraat,Point(4.6249 52.377),1905,
Curiestraat,http://www.wikidata.org/entity/Q18985874,Curiestraat,Point(4.6127 52.3673),1921,
Da Costastraat,http://www.wikidata.org/entity/Q18986336,Da Costastraat,Point(4.6529 52.3797),1907,
Dahliastraat,http://www.wikidata.org/entity/Q19001957,Dahliastraat,Point(4.6162 52.3723),1924,
Damaststraat,http://www.wikidata.org/entity/Q19002739,Damaststraat,Point(4.647 52.3839),1920,
Damiatestraat,http://www.wikidata.org/entity/Q19002827,Damiatestraat,Point(4.6508 52.3753),1919,
Damsteeg,http://www.wikidata.org/entity/Q98092211,Damsteeg,Point(4.639087 52.3807903),,1925
Dam steeg,http://www.wikidata.org/entity/Q98092211,Damsteeg,Point(4.639087 52.3807903),,1925
Damsteegje,http://www.wikidata.org/entity/Q98092211,Damsteeg,Point(4.639087 52.3807903),,1925
Damstraat,http://www.wikidata.org/entity/Q1868933,Damstraat,Point(4.639042 52.380394),1320,
Damstraat (Haarlem),http://www.wikidata.org/entity/Q1868933,Damstraat,Point(4.639042 52.380394),1320,
Dam straat,http://www.wikidata.org/entity/Q1868933,Damstraat,Point(4.639042 52.380394),1320,
Daniël Mostartstraat,http://www.wikidata.org/entity/Q19003261,Daniël Mostartstraat,Point(4.6486 52.4201),,
Darwinstraat,http://www.wikidata.org/entity/Q19003513,Darwinstraat,Point(4.6651 52.3663),,
Daslookweg,http://www.wikidata.org/entity/Q19003597,Daslookweg,Point(4.6041 52.3727),1979,
De Bazellaan,http://www.wikidata.org/entity/Q19004517,De Bazellaan,Point(4.6652 52.3784),1958,
De Carpentierlaan,http://www.wikidata.org/entity/Q19006407,De Carpentierlaan,Point(4.6315 52.4053),1956,
De Clercqstraat,http://www.wikidata.org/entity/Q19006465,De Clercqstraat,Point(4.6209 52.3805),1887,
De Genestetstraat,http://www.wikidata.org/entity/Q19007952,De Genestetstraat,Point(4.6558 52.376),1919,
De Goede Hoop,http://www.wikidata.org/entity/Q19008040,De Goede Hoop,Point(4.6482 52.3933),1990,
De Haasstraat,http://www.wikidata.org/entity/Q19008370,De Haasstraat,Point(4.6371 52.377),1660,
Kampersteeg,http://www.wikidata.org/entity/Q19008370,De Haasstraat,Point(4.6371 52.377),1660,
Kamper steeg,http://www.wikidata.org/entity/Q19008370,De Haasstraat,Point(4.6371 52.377),1660,
De Keijstraat,http://www.wikidata.org/entity/Q19009480,De Keijstraat,Point(4.6386 52.3738),1894,
De Leystarlaan,http://www.wikidata.org/entity/Q19010387,De Leystarlaan,Point(4.6351 52.3698),2009,
De Ruijterplein,http://www.wikidata.org/entity/Q19003249,De Ruijterplein,Point(4.6164 52.38),1931,
De Ruijterweg,http://www.wikidata.org/entity/Q19003309,De Ruijterweg,Point(4.6163 52.3796),1931,
De Swarrelsstraat,http://www.wikidata.org/entity/Q19005385,De Swarrelsstraat,Point(4.6408 52.3609),2006,
De Witstraat,http://www.wikidata.org/entity/Q19012685,De Witstraat,Point(4.6368 52.3767),1400,
Achterkamp,http://www.wikidata.org/entity/Q19012685,De Witstraat,Point(4.6368 52.3767),1400,
Kleine Kamp,http://www.wikidata.org/entity/Q19012685,De Witstraat,Point(4.6368 52.3767),1400,
Voorkamp,http://www.wikidata.org/entity/Q19012685,De Witstraat,Point(4.6368 52.3767),1400,
Deckerstraat,http://www.wikidata.org/entity/Q19013482,Deckerstraat,Point(4.6291 52.3948),1921,
Delftlaan,http://www.wikidata.org/entity/Q19014160,Delftlaan,Point(4.6292 52.4001),1930,
Delftstraat,http://www.wikidata.org/entity/Q19014203,Delftstraat,Point(4.6224 52.3871),1883,
Delftkade,http://www.wikidata.org/entity/Q19014203,Delftstraat,Point(4.6224 52.3871),1883,
Delistraat,http://www.wikidata.org/entity/Q19014266,Delistraat,Point(4.649 52.3966),1910,
Denemarkenstraat,http://www.wikidata.org/entity/Q19015267,Denemarkenstraat,Point(4.645146 52.365346),1960,
Dennenstraat,http://www.wikidata.org/entity/Q19015633,Dennenstraat,Point(4.6369 52.3981),1923,
Denys van Hullelaan,http://www.wikidata.org/entity/Q19015804,Denys van Hullelaan,Point(4.6051 52.3839),1934,
Dever,http://www.wikidata.org/entity/Q19016353,Dever,Point(4.6484 52.3498),,
Diaconessenplein,http://www.wikidata.org/entity/Q19016397,Diaconessenplein,Point(4.6253 52.3707),1985,
Diakenhuisweg,http://www.wikidata.org/entity/Q19016428,Diakenhuisweg,Point(4.6726 52.3807),,
Dickmansstraat,http://www.wikidata.org/entity/Q19016655,Dickmansstraat,Point(4.6042 52.3815),1933,
Diederikstraat,http://www.wikidata.org/entity/Q19016749,Diederikstraat,Point(4.6481 52.3732),1922,
Diepenbrockstraat,http://www.wikidata.org/entity/Q19016989,Diepenbrockstraat,Point(4.6541 52.3738),1934,
Dietrich Bonhoeffervaart,http://www.wikidata.org/entity/Q19017373,Dietrich Bonhoeffervaart,Point(4.672 52.3801),1987,
Dietsveld,http://www.wikidata.org/entity/Q19017375,Dietsveld,Point(4.6557 52.407),1935,
Diezestraat,http://www.wikidata.org/entity/Q19017435,Diezestraat,Point(4.650254 52.411546),1931,
Dijkstraat,http://www.wikidata.org/entity/Q19017689,Dijkstraat,Point(4.6461 52.3819),1628,
Nieuwe Dijkstraat,http://www.wikidata.org/entity/Q19017689,Dijkstraat,Point(4.6461 52.3819),1628,
Dijk straat,http://www.wikidata.org/entity/Q19017689,Dijkstraat,Point(4.6461 52.3819),1628,
Dillestraat,http://www.wikidata.org/entity/Q19017949,Dillestraat,Point(4.6426 52.3667),1988,
Dinkelstraat,http://www.wikidata.org/entity/Q19018045,Dinkelstraat,Point(4.646616 52.414226),1932,
Dirck Pomppad,http://www.wikidata.org/entity/Q96707770,Dirck Pomppad,Point(4.638424 52.376204),2003,
Dirk Schäferstraat,http://www.wikidata.org/entity/Q19018311,Dirk Schäferstraat,Point(4.6555 52.3745),1974,
Djambistraat,http://www.wikidata.org/entity/Q19018594,Djambistraat,Point(4.6523 52.4035),1923,
Doelenplein,http://www.wikidata.org/entity/Q19018885,Doelenplein,Point(4.6308 52.3808),1973,
Doelstraat,http://www.wikidata.org/entity/Q17286380,Doelstraat,Point(4.629163 52.378051),1628,
Nieuwe Doelstraat,http://www.wikidata.org/entity/Q17286380,Doelstraat,Point(4.629163 52.378051),1628,
Doel straat,http://www.wikidata.org/entity/Q17286380,Doelstraat,Point(4.629163 52.378051),1628,
Dokter de Liefdehof,http://www.wikidata.org/entity/Q96943031,Dokter de Liefdehof,Point(4.647899 52.418356),1954,
Dokter De Liefdestraat,http://www.wikidata.org/entity/Q19011483,Dokter De Liefdestraat,Point(4.647469 52.418146),1954,
Dolfijnstraat,http://www.wikidata.org/entity/Q19012093,Dolfijnstraat,Point(4.6418 52.405),1930,
Donkere Begijnhof,http://www.wikidata.org/entity/Q19013141,Donkere Begijnhof,Point(4.639 52.383),1822,
Het Bagijn Hof,http://www.wikidata.org/entity/Q19013141,Donkere Begijnhof,Point(4.639 52.383),1822,
Donkere Spaarne,http://www.wikidata.org/entity/Q17286381,Donkere Spaarne,Point(4.643069 52.380763),1500,
Dorreboomstraat,http://www.wikidata.org/entity/Q19015448,Dorreboomstraat,Point(4.6455 52.3756),1922,
Doverstraat,http://www.wikidata.org/entity/Q19016106,Doverstraat,Point(4.6116 52.3739),1938,
Dr. Leijdsstraat,http://www.wikidata.org/entity/Q19017098,Dr. Leijdsstraat,Point(4.6433 52.3961),1902,
Dr. Schaepmanstraat,http://www.wikidata.org/entity/Q19028534,Dr. Schaepmanstraat,Point(4.6544 52.379),1931,
Dragonstraat,http://www.wikidata.org/entity/Q19043271,Dragonstraat,Point(4.6463 52.3673),1989,
Drakensteynstraat,http://www.wikidata.org/entity/Q19043460,Drakensteynstraat,Point(4.6209 52.3716),1987,
Drapenierstraat,http://www.wikidata.org/entity/Q19043563,Drapenierstraat,Point(4.6297 52.3792),1600,
Drapeniers straat,http://www.wikidata.org/entity/Q19043563,Drapenierstraat,Point(4.6297 52.3792),1600,
Trappenierst.,http://www.wikidata.org/entity/Q19043563,Drapenierstraat,Point(4.6297 52.3792),1600,
Trappenierstraat,http://www.wikidata.org/entity/Q19043563,Drapenierstraat,Point(4.6297 52.3792),1600,
Trappenierstr.,http://www.wikidata.org/entity/Q19043563,Drapenierstraat,Point(4.6297 52.3792),1600,
Dreef,http://www.wikidata.org/entity/Q17287368,Dreef,Point(4.6296 52.372959),1500,
Dreef (Haarlem),http://www.wikidata.org/entity/Q17287368,Dreef,Point(4.6296 52.372959),1500,
Gangpad door Den Hout,http://www.wikidata.org/entity/Q17287368,Dreef,Point(4.6296 52.372959),1500,
Grote Houtweg,http://www.wikidata.org/entity/Q17287368,Dreef,Point(4.6296 52.372959),1500,
Dreef van den Hout,http://www.wikidata.org/entity/Q17287368,Dreef,Point(4.6296 52.372959),1500,
Drielandenhoek,http://www.wikidata.org/entity/Q19056211,Drielandenhoek,Point(4.648076 52.364236),1987,
Drilsmaplein,http://www.wikidata.org/entity/Q19056444,Drilsmaplein,Point(4.6528 52.378),1915,
Hofdijkplein,http://www.wikidata.org/entity/Q19056444,Drilsmaplein,Point(4.6528 52.378),1915,
Drosteboulevard,http://www.wikidata.org/entity/Q19056637,Drosteboulevard,Point(4.6489 52.3863),,
Drukkersweg,http://www.wikidata.org/entity/Q19056766,Drukkersweg,Point(4.6598 52.3987),1985,
Drususstraat,http://www.wikidata.org/entity/Q19056782,Drususstraat,Point(4.6546 52.4085),1935,
Du Perronstraat,http://www.wikidata.org/entity/Q19057056,Du Perronstraat,Point(4.646353 52.418506),1954,
Dublinstraat,http://www.wikidata.org/entity/Q19057124,Dublinstraat,Point(4.645158 52.357552),1964,
Duindoornlaan,http://www.wikidata.org/entity/Q19057329,Duindoornlaan,Point(4.6076 52.3695),1935,
Duinoordstraat,http://www.wikidata.org/entity/Q19057425,Duinoordstraat,Point(4.6332 52.399),1929,
Duinroosplantsoen,http://www.wikidata.org/entity/Q19057467,Duinroosplantsoen,Point(4.6059 52.3688),1935,
Duinsstraat,http://www.wikidata.org/entity/Q19057484,Duinsstraat,Point(4.6139 52.3755),1938,
Duinvlietspad,http://www.wikidata.org/entity/Q19057510,Duinvlietspad,Point(4.6029 52.3762),1894,
Duinvlietweg,http://www.wikidata.org/entity/Q56666245,Duinvlietweg,Point(4.60763812 52.37256653),1800,
Duitslandlaan,http://www.wikidata.org/entity/Q19057660,Duitslandlaan,Point(4.6456 52.3635),1960,
Duiveland,http://www.wikidata.org/entity/Q19057683,Duiveland,Point(4.6516 52.3481),,
Dullaertstraat,http://www.wikidata.org/entity/Q19058000,Dullaertstraat,Point(4.6561 52.4184),1934,
Dumontstraat,http://www.wikidata.org/entity/Q19058019,Dumontstraat,Point(4.6646 52.3779),1990,
Dunklerstraat,http://www.wikidata.org/entity/Q19058058,Dunklerstraat,Point(4.6558 52.3737),1934,
Dusartstraat,http://www.wikidata.org/entity/Q19058115,Dusartstraat,Point(4.631 52.3959),1921,
Dutrystraat,http://www.wikidata.org/entity/Q19058131,Dutrystraat,Point(4.6464 52.4048),1925,
Duvenvoordestraat,http://www.wikidata.org/entity/Q19058159,Duvenvoordestraat,Point(4.626156091 52.386752021),1892,
Edinburghstraat,http://www.wikidata.org/entity/Q19058881,Edinburghstraat,Point(4.6455 52.3579),1964,
Edisonstraat,http://www.wikidata.org/entity/Q19058935,Edisonstraat,Point(4.6147 52.3684),1906,
Edward Jennerstraat,http://www.wikidata.org/entity/Q19059089,Edward Jennerstraat,Point(4.6558 52.3632),,
Eemstraat,http://www.wikidata.org/entity/Q19060322,Eemstraat,Point(4.648982 52.412829),1931,
Eendenkooistraat,http://www.wikidata.org/entity/Q19060765,Eendenkooistraat,Point(4.6396 52.361),2006,
Eendjespoortstraat,http://www.wikidata.org/entity/Q19060998,Eendjespoortstraat,Point(4.6399 52.3757),1905,
